Disease,Gene Symbol,p-Value,Fold Change
Adenomyosis,RPL13A /// RPL13AP5 /// SNORD32A /// SNORD33 /// SNORD34 /// SNORD35A,0.000548709987311158,0.723704705390923
Adenomyosis,RNU86 /// RPL3 /// SNORD83B,0.00209813148019844,0.716038306716173
Adenomyosis,UBC,0.00408164885747042,0.72668567727667
Adenomyosis,IGHG1 /// IGHG2 /// IGHM /// IGHV4-31 /// MIR8071-1 /// MIR8071-2,0.00034521867249715,0.396184798574561
Adenomyosis,RPS17,0.00249155438958293,0.688377400005164
Adenomyosis,RTN4,0.00840293027997741,0.60773677522093
Adenomyosis,HLA-G,0.00497898845459954,0.596713156756372
Adenomyosis,HLA-G,0.00539709901602869,0.537517594774679
Adenomyosis,RPS10,0.00333656671171967,0.683445142545992
Adenomyosis,PTPRO,0.00163073822326121,0.587203261067751
Adenomyosis,RNU86 /// RPL3 /// SNORD83B,0.00627303509927146,0.700273617988921
Adenomyosis,RPL4 /// SNORD16 /// SNORD18A /// SNORD18B /// SNORD18C,0.00121517192277465,0.613095273763777
Adenomyosis,FN1,0.000501786087382272,0.366875235753345
Adenomyosis,PTGDS,0.00319533706117603,0.513517625794664
Adenomyosis,HLA-B,0.000279341594370819,0.514122560529224
Adenomyosis,RPL13A /// RPL13AP5 /// RPL13AP6 /// SNORD32A /// SNORD33 /// SNORD34 /// SNORD35A,0.00274864096373451,0.672319647613835
Adenomyosis,LOC101928826 /// TPT1,0.00323524633510508,0.782106953009946
Adenomyosis,ACTB /// ACTG1,0.00979085022205062,0.737273397026249
Adenomyosis,CALM1 /// CALM2 /// CALM3,0.000589088711892893,0.450241041983808
Adenomyosis,ACTB /// ACTG1,0.00599244160341528,0.651743978467272
Adenomyosis,RNU86 /// RPL3 /// SNORD83B,0.00242222914371981,0.726069473872146
Adenomyosis,RPL7,0.00356981018577862,0.680917535507334
Adenomyosis,SPTBN1,0.00122866170661962,0.55667780763107
Adenomyosis,CALD1,0.00177429388007155,0.539710123389431
Adenomyosis,MYL6,0.00398012262013425,0.555416381222331
Adenomyosis,CAV1,0.000278301862757124,0.381076996774785
Adenomyosis,EIF1,0.00551874152326981,0.62613321777752
Adenomyosis,MT2A,0.000584590113767658,0.474085389607649
Adenomyosis,PTGDS,0.00306507645466836,0.471393727762958
Adenomyosis,EIF1,0.00785035007823143,0.634890933791264
Adenomyosis,MAP1B,0.00583131692516858,0.53697183860784
Adenomyosis,C18orf32 /// RPL17 /// RPL17-C18orf32 /// SNORD58A /// SNORD58B /// SNORD58C,0.00890004029114977,0.674574876340465
Adenomyosis,LOC101928826 /// TPT1,0.00280341229570302,0.794120315682428
Adenomyosis,RPS3A /// SNORD73A,0.00273732012865857,0.68442981109854
Adenomyosis,RPS2 /// SNORA64,0.00605269501648642,0.677682147063936
Adenomyosis,FN1,0.000644367849833682,0.355460708866519
Adenomyosis,C18orf32 /// RPL17 /// RPL17-C18orf32 /// SNORD58A /// SNORD58B /// SNORD58C,0.00933005338291248,0.675664327431034
Adenomyosis,RPS17,0.00339245019008805,0.693898952366304
Adenomyosis,GAPDH,0.00951480054324949,0.625776093281225
Adenomyosis,TUBA1B,0.00788042869524808,0.61787546940636
Adenomyosis,RPL13A /// RPL13AP5 /// SNORD32A /// SNORD33 /// SNORD34 /// SNORD35A,0.000603534012800888,0.71851646042503
Adenomyosis,LOC101928826 /// TPT1,0.00160979347627999,0.784857955645408
Adenomyosis,RPL13 /// SNORD68,0.00195803731073751,0.600970912385705
Adenomyosis,RPL23A /// SNORD42A,0.00577423387717235,0.767147400929745
Adenomyosis,FTL,0.00697735027138791,0.595063846609219
Adenomyosis,RPS4X,0.000920948814892464,0.734735102285392
Adenomyosis,LDB3,4.65371033863127e-05,0.268070899473084
Adenomyosis,RPS12,0.00297529803879681,0.686251690458371
Adenomyosis,ANXA2,0.000495917350427311,0.443666767890286
Adenomyosis,EEF1A1,0.00652534072250321,0.818645718300729
Adenomyosis,RPL14,0.00437233260404712,0.650110606488177
Adenomyosis,EEF1A1,0.00253966371719627,0.786008971372002
Adenomyosis,RPL35A,0.00631501232603571,0.656712921426959
Adenomyosis,ATP5A1,0.00507782398783885,0.640861148372124
Adenomyosis,ACTB,0.000168260808375176,0.61385098359729
Adenomyosis,RPS16,0.00327728433828134,0.712847644127154
Adenomyosis,HLA-A,0.00181823330623609,0.611374695802511
Adenomyosis,RPL29,0.000518074119653766,0.514883641181017
Adenomyosis,RPS20 /// SNORD54,0.00269602001682689,0.681213335785842
Adenomyosis,RPL24,0.00678236553669165,0.685464968884209
Adenomyosis,RPL12,0.00239780462038419,0.5741537155832
Adenomyosis,HSP90AA1,0.00904836524131947,0.660189221094076
Adenomyosis,TPM3,0.00969936924239079,0.489159267397191
Adenomyosis,HLA-C,0.000341198121167396,0.494812119035497
Adenomyosis,RTN4,0.00769308293324966,0.595453821878663
Adenomyosis,IGLC1,0.000701175099906637,0.339919409538444
Adenomyosis,ALDOA,0.00113512756277578,0.294851356892333
Adenomyosis,CYAT1 /// IGLC1 /// IGLV1-44,0.000604564490228721,0.337757728777621
Adenomyosis,HLA-A,0.000970637777246486,0.599820693076001
Adenomyosis,IGLV1-44,0.000180362559363045,0.379366483852902
Adenomyosis,RPL3,0.00486695730438813,0.738549236871253
Adenomyosis,B2M,0.00156089390313863,0.603201354083242
Adenomyosis,RPS4XP2 /// RPS4XP2,0.00451764312817282,0.694617366130934
Adenomyosis,FN1,0.000595447546756556,0.341789929529843
Adenomyosis,LOC101928826 /// TPT1,0.00300981996783112,0.744187436630416
Adenomyosis,HLA-C,0.0012264897741272,0.578827482932093
Adenomyosis,IGH /// IGHA1 /// IGHA2,0.000260854213658734,0.222315904563014
Adenomyosis,S100A6,0.00304053600746235,0.42250650666434
Adenomyosis,TMSB10,0.00284085167819115,0.573481354633568
Adenomyosis,RPS9,0.00475008082926309,0.602461264361742
Adenomyosis,GLTSCR2 /// SNORD23,0.00355012630940355,0.66588676254979
Adenomyosis,RPL22,0.00227711674009268,0.62533696390208
Adenomyosis,RPL15,0.00734651326256952,0.655438364525081
Adenomyosis,ACTB /// ACTG1,0.00538985018438509,0.723588596389063
Adenomyosis,IGK /// IGKC,0.0066141444734652,0.458886889934816
Adenomyosis,RPL22,0.00502727294554706,0.682544580693831
Adenomyosis,RP5-882O7.1,0.00447940752436315,0.739289276430531
Adenomyosis,ND4,2.61705457954564e-05,0.693495835095072
Adenomyosis,ND4,0.000344443174340903,0.712010301273768
Adenomyosis,MIR612 /// NEAT1,0.00158217407302852,0.438354435636348
Adenomyosis,ACTB /// ACTG1,0.00471858962557248,0.711854086800391
Adenomyosis,ACTB,0.000177871699976406,0.614572291062934
Adenomyosis,IGK /// IGKC,0.00819293953309874,0.50721100186393
Adenomyosis,MYLK,0.00167767080430503,0.568453704191529
Adenomyosis,RPL7A /// SNORD24 /// SNORD36A /// SNORD36B,0.0081963205571699,0.727736986000136
Adenomyosis,RPL35A,0.00613056721202887,0.680017587453637
Adenomyosis,MRFAP1,0.00636825917507866,0.671441087088884
Adenomyosis,RPS16,0.0029021364442724,0.718012718779578
Adenomyosis,ACTB,0.000823306793830469,0.646855947564415
Adenomyosis,empty,0.00211303681599218,0.857504028868921
Adenomyosis,GAPDH,0.00736134936078736,0.61111152568053
BPH,ATP6,0.00428681013925813,1.27104320278813
BPH,DUSP1,7.28222428503233e-05,0.350298919598522
BPH,CYR61,0.0024429079554088,0.273007088043849
BPH,SEPP1,0.00324953188440624,1.581390299436
BPH,LUM,0.000333792307481429,3.79370654896406
BPH,EIF1,0.00312103878783199,0.697207144659018
BPH,S100A4,0.00356547044365785,2.45632764690149
BPH,CA3,0.00824236780027854,5.52782604220905
BPH,FOS,0.000182034979951062,0.302038114438926
BPH,CD74,0.00334781203248424,2.63705831355671
BPH,FTH1P5,0.00140925316558127,1.41918777479625
BPH,EIF1,0.00363439089258621,0.704280054011714
BPH,EIF1,0.00479721928817234,0.679881989554782
BPH,APOC1,0.000669222570154004,3.60588268377156
BPH,MYOT,0.00301157332257229,0.206986095203752
BPH,ND4,0.00597583600258078,1.14495223429498
BPH,ND4,0.00286093952434763,1.20373618822821
BPH,EGR1,4.7496816793613e-05,0.308906730087071
BPH,empty,0.000753720743228659,1.17270357884427
BPH,empty,0.00669531842726501,1.14976468405623
Breast cancer,ACTA2,0.000947271827899887,0.589362532973556
Breast cancer,TXNIP,0.00927774283820515,0.681136689757258
Breast cancer,MYLK,0.00747787762320751,0.365540631988763
Endometriosis,S100A8,0.00789451402316832,3.97467282964692
Endometriosis,S100A9,0.0072154545219647,4.77032550454628
Melanoma,CFL1,0.00717921099942664,1.65341583657135
Melanoma,GSN,0.00426114105366848,0.294246884827687
Melanoma,FTH1,0.00141692342052635,2.80369999661042
Melanoma,GNAS,0.00257507348566111,2.35531067473552
Melanoma,GNAS,0.00210051698572689,2.30384620262651
Melanoma,DUSP1,0.00305255609203325,0.0452925729656852
Melanoma,ENO1,0.000223597422206678,1.79405809177847
Melanoma,MOBP,0.00738851235419713,0.248392319086853
Melanoma,HMGN2,0.00307127119562856,1.85539475592779
Melanoma,TUBB,0.00254025358426591,2.35848369629631
Melanoma,FOS,0.00977954852903573,0.0569168507033605
Melanoma,KLK2,0.00447304268917259,0.183366043392917
Melanoma,TUBB,0.00223268231198159,2.21045656654663
Melanoma,GNAS,0.00054731675353914,2.47834759188837
Melanoma,MAP1B,0.00684303355111249,0.338297871705034
Melanoma,GNAS,0.00313969561108673,2.51541947143355
Melanoma,B2M,0.00767758330892787,1.85127806941432
Melanoma,HLA-C,0.0075625154803145,2.08948458094046
Melanoma,MALAT1,0.00498376827246161,1.94215413073669
Melanoma,MALAT1,0.00419175807476924,2.1199153710229
Melanoma,AQP3,0.00938920446932778,0.111982034102037
Melanoma,empty,0.00102198574774282,3.03115485698286
Parkinson's disease,COX1,0.00993342430346567,1.32682735356008
Parkinson's disease,COX2,0.000780055635761001,1.39663988374278
Parkinson's disease,COX2,0.000284175591793057,1.38280059807704
Parkinson's disease,ND3 /// SH3KBP1,0.00104637976945843,1.38285867350781
Parkinson's disease,CFL1,0.00737205157295229,0.289636753040231
Parkinson's disease,RPL11,0.00575645771321354,0.615753427271702
Parkinson's disease,HNRNPA1 /// HNRNPA1P10,0.00348257277781105,0.56940479940075
Parkinson's disease,FAU,0.00756187735315728,0.5457778914463
Parkinson's disease,CFL1,0.00246641590879337,0.311652274908193
Parkinson's disease,SLC25A3,0.00289076782219611,0.402436700494323
Parkinson's disease,RHOA,0.00764552251895356,0.438480081848071
Parkinson's disease,NPM1,0.00835106893661242,0.599634708220339
Parkinson's disease,PFN1,0.00315930052822688,0.395490522399629
Parkinson's disease,GNB2L1 /// SNORD95 /// SNORD96A,0.00975956673642608,0.269408053272459
Parkinson's disease,P4HB,0.00439927783245897,0.412880437222873
Parkinson's disease,SLC25A5,0.00635546433576961,0.191535555666149
Parkinson's disease,GSN,0.00167955695903754,0.379974507266501
Parkinson's disease,EEF1B2 /// SNORA41,0.00217404824712053,0.511288451091003
Parkinson's disease,SKP1,0.00659249004554174,0.456884480604333
Parkinson's disease,RPL10 /// SNORA70,0.0072982715600165,0.474848812242148
Parkinson's disease,ACTB,0.00593179967648438,0.671606683538276
Parkinson's disease,RPS10,0.000778823726494737,0.486134362702321
Parkinson's disease,PGAM1,0.00272109730912695,0.343284221792988
Parkinson's disease,RPLP2 /// SNORA52,0.00413499599886957,0.527170299052016
Parkinson's disease,COX6A1,0.00396300123228788,0.445866709501612
Parkinson's disease,RPL8,0.00906250914466988,0.659431007947557
Parkinson's disease,RPL5 /// SNORD21,0.00549063362981916,0.559366660321858
Parkinson's disease,DSTN,0.00280292310827979,0.444710556116487
Parkinson's disease,DSTN,0.00543729514629465,0.449584321364777
Parkinson's disease,LDHB,0.00793627439248812,0.50718213438646
Parkinson's disease,RPLP0,0.00936760562327255,0.571403014901246
Parkinson's disease,RPS18,0.00523987430467854,0.457941538794446
Parkinson's disease,TUBA1B,0.00563511660601024,0.489013615753149
Parkinson's disease,ENO1,0.00550767905984262,0.511552628310098
Parkinson's disease,LOC101060363 /// PPIA,0.00057758078138237,0.372498907729839
Parkinson's disease,MYL12A /// MYL12B,0.00426400658501369,0.453533136780898
Parkinson's disease,ATP5B,0.00295725123664592,0.35655900908288
Parkinson's disease,GPX3,0.0096359099064296,0.489010545054192
Parkinson's disease,EIF4A1 /// LOC101928634 /// SENP3-EIF4A1 /// SNORA48 /// SNORA67 /// SNORD10,0.00358327425688376,0.496127134589658
Parkinson's disease,ACTB /// ACTG1,0.00241963498895736,0.471302401070015
Parkinson's disease,RPL38,0.007855764562403,0.61339796399694
Parkinson's disease,RPL27A /// SNORA45A,0.00754389218452489,0.585016499342903
Parkinson's disease,RPS2 /// SNORA64,0.00337370988933228,0.52305781355829
Parkinson's disease,TF,0.00126120864503598,0.216906377703171
Parkinson's disease,TUBB2A,0.0085751215976082,0.44915789840277
Parkinson's disease,MAL,0.00328014550457567,0.342798365852519
Parkinson's disease,EEF1A1,0.00136295434223921,0.473798271335082
Parkinson's disease,empty,0.00322053025073699,0.546646211703144
Parkinson's disease,NACA,0.00811748295518067,0.630493913171292
Parkinson's disease,RPS14,0.00991366922270409,0.6655325524458
Parkinson's disease,HMGN2,0.00270129870893665,0.560078059673585
Parkinson's disease,ARPC2,0.00637107820977112,0.40333383109715
Parkinson's disease,RPS3,0.00468460150611927,0.469002763760134
Parkinson's disease,HLA-B,0.00229301002582871,0.361513626041449
Parkinson's disease,NAP1L1,0.00591839739520217,0.459831836259357
Parkinson's disease,TUBB,0.00979980328346564,0.437083693672411
Parkinson's disease,H3F3A /// H3F3B /// MIR4738,0.00435827841506076,0.27153085828625
Parkinson's disease,TUBA1A,0.0043582418462057,0.532180606268894
Parkinson's disease,TUBA1C,0.000955024740134314,0.269830974880465
Parkinson's disease,RTN4,0.000787852820444246,0.294340586866716
Parkinson's disease,TUBA1B,0.00447194582217281,0.463009675775146
Parkinson's disease,TUBA1B,0.00880391348033027,0.506676283487765
Parkinson's disease,LOC101060363 /// PPIA,0.000666636597047465,0.362258282988229
Parkinson's disease,HLA-G,0.00568392045142829,0.55357407423725
Parkinson's disease,RPS10,0.000842767790285359,0.483665699807934
Parkinson's disease,RNU86 /// RPL3 /// SNORD83B,0.00906395062521081,0.556254408092109
Parkinson's disease,TUBA1C,0.00132216710992894,0.307109099241766
Parkinson's disease,PPIA,0.000635697550663172,0.378163788929108
Parkinson's disease,IGFBP5,0.00839665573695825,0.446608793479195
Parkinson's disease,ACTB /// ACTG1,0.0066524296885182,0.557680182172608
Parkinson's disease,LOC101060363 /// PPIA,0.000729215040394693,0.392648839483581
Parkinson's disease,ACTB /// ACTG1,0.00346924649704539,0.480787426324235
Parkinson's disease,ACTB /// ACTG1,0.00242737740682886,0.446804147047447
Parkinson's disease,H3F3A /// H3F3B /// MIR4738,0.00318119108926562,0.336867185295603
Parkinson's disease,ATP2A2,0.00967967155050287,0.457493372658278
Parkinson's disease,ACTB /// ACTG1,0.00331555139391837,0.312262473077761
Parkinson's disease,RPS2 /// SNORA64,0.00812850482989724,0.62182710974194
Parkinson's disease,GAPDH,0.00211250363371096,0.513180305542914
Parkinson's disease,TUBA1B,0.00281077602374513,0.402080858166131
Parkinson's disease,LOC101060363 /// PPIA,0.000590092514984542,0.384662496666908
Parkinson's disease,ACTB /// ACTG1,0.00168457838972569,0.382774902669352
Parkinson's disease,Y16709,0.00998983559840072,0.269978219374138
Parkinson's disease,ACTB /// ACTG1,0.00375449778871007,0.52402329635178
Parkinson's disease,HNRNPA1 /// HNRNPA1L2 /// HNRNPA1P10 /// HNRNPA1P33,0.000393436326413199,0.363513609739884
Parkinson's disease,RPS12,0.00836656050643181,0.496082367061224
Parkinson's disease,GAPDH,0.00156735356328486,0.510592504037223
Parkinson's disease,EEF1A1,0.00863718655640833,0.617548574072376
Parkinson's disease,empty,0.00846413040981309,0.311529845593053
Parkinson's disease,TUBA1B,0.00468561003520285,0.448057261309545
Parkinson's disease,empty,0.00467290541155074,0.172592310445926
Parkinson's disease,RPL35A,0.00375855336601749,0.504261859440288
Parkinson's disease,YWHAQ,0.005918192647557,0.5363954272847
Parkinson's disease,ATP5A1,0.00170649069216922,0.307134937276417
Parkinson's disease,ACTB,0.00579278199600641,0.685190973659339
Parkinson's disease,TF,0.00262423960735569,0.227589471687324
Parkinson's disease,RPS9,0.000962215218418772,0.560865498558712
Parkinson's disease,RTN4,0.00368633371553828,0.413993699280642
Parkinson's disease,RPL3,0.00355109879834692,0.573070599000573
Parkinson's disease,TMSB4X,0.0021747450763675,0.562971254876626
Parkinson's disease,GAPDH,0.00165371522267133,0.509861411701386
Parkinson's disease,RPS2 /// SNORA64,0.00726150844548468,0.276725717870166
Parkinson's disease,CHCHD2,0.00313485049991302,0.278721776610081
Parkinson's disease,RPL7A /// SNORD24 /// SNORD36A /// SNORD36B,0.00486117337398984,0.556215651514053
Parkinson's disease,RPS9,0.00230362271474216,0.543701078234335
Parkinson's disease,NGFRAP1,0.00189341677997878,0.29138654381911
Parkinson's disease,ACTB /// ACTG1,0.00228927444785232,0.451420680983083
Parkinson's disease,NEFL,0.0073348191389514,0.28155702747596
Parkinson's disease,ND4,0.000639809188433094,1.29349650776809
Parkinson's disease,ND4,0.00209838248158067,1.28599061523569
Parkinson's disease,ACTB /// ACTG1,0.00220168353535111,0.475120105195466
Parkinson's disease,ACTB,0.00666835464337123,0.688719666048492
Parkinson's disease,RPL7A /// SNORD24 /// SNORD36A /// SNORD36B,0.00654008773110659,0.526515717734159
Parkinson's disease,EGR1,0.00835909664492718,0.0817999087764693
Parkinson's disease,NME7,0.00797084350329347,0.206881029092253
Parkinson's disease,RPL10A,0.00454702336807844,0.518369380124923
Parkinson's disease,empty,0.00653653270969645,0.242980428542701
Parkinson's disease,RP3-486D24.1,0.00689785628954642,0.558924695542727
Parkinson's disease,SFN,0.00657308323389849,0.38456749762444
Parkinson's disease,ACTB,0.00162746203072917,0.238890454639937
Parkinson's disease,ACTB,0.00175991157241706,0.307771088248692
Parkinson's disease,empty,0.00218698851613552,1.21899425944207
Parkinson's disease,GAPDH,0.00276308279265913,0.443131039485522
Parkinson's disease,GAPDH,0.00172178939546974,0.567840935665309
Parkinson's disease,empty,0.00322114765048198,2.94902567905055
Parkinson's disease,PIP,0.00230497896191884,2.42236063240553
Parkinson's disease,YBX1,0.00675592526800317,1.40712289644447
Parkinson's disease,CAPN2,0.00931476205496495,1.50281326944965
Parkinson's disease,GNAS,0.00381531792557765,1.50752461497302
Parkinson's disease,IGK /// IGKC,0.00800599074341146,2.00541417358206
Parkinson's disease,GSN,0.00659550494520322,0.662926931355452
Parkinson's disease,GPX3,0.00874528493892646,0.677642316559065
Parkinson's disease,IGFBP5,0.00292580993195624,1.66381099713251
Parkinson's disease,ACTB,0.00546370031057086,0.764710020778993
Parkinson's disease,ND4,0.00904112171178306,1.25481954497675
Parkinson's disease,ACTB,0.00952859369323855,0.787652250489785
Parkinson's disease,ACTB,0.00916538164989589,0.761860987596474
Parkinson's disease,GNAS,0.0038880468419199,0.691500812367758
Parkinson's disease,GNAS,0.00423403833025837,0.69521013338837
Parkinson's disease,SLN,0.00965231400616773,3.69023129687697
Parkinson's disease,GNAS,0.00801175046356972,0.663013782290896
Parkinson's disease,GNAS,0.00767922226940021,0.716831806725606
Parkinson's disease,MYBPC1,0.00757560384733225,1.9987126161082
Parkinson's disease,GNAS,0.00393415165090805,0.676708905505906
Parkinson's disease,COX1,0.00391507918793677,1.35120586616603
Parkinson's disease,ND2,0.000716731766713496,1.53498441148866
Parkinson's disease,ATP6,0.00472029012252084,1.22787247526979
Parkinson's disease,COX2,0.00105563694114075,1.42328215505054
Parkinson's disease,COX2,0.00133017362171906,1.37411538122856
Parkinson's disease,ND3 /// SH3KBP1,0.00299580472445493,1.36207762505704
Parkinson's disease,CFL1,0.000643605455440732,0.238035656174088
